timesteps,Building01::Rede_interna:N_B01::power,Building02::Rede_interna:N_B01::power,Building03::Rede_interna:N_B01::power,Building04::Rede_interna:N_B01::power,Building05::Rede_interna:N_B01::power,Building06::Rede_interna:N_B01::power,Building07::Rede_interna:N_B01::power,Building08::Rede_interna:N_B01::power,Building09::Rede_interna:N_B01::power,Building10::Rede_interna:N_B01::power
2017-03-26 09:30:00,0.115,0.025,0.121,0.035,0.704,0.033,0.045,0.014,0.046,0.09
2017-03-26 10:00:00,0.121,0.004,0.196,0.071,0.348,0.031,0.024,0.015,0.113,0.19
2017-03-26 10:30:00,0.036,0.0,0.197,0.041,0.365,0.255,0.039,0.013,0.193,0.961
2017-03-26 11:00:00,0.387,0.0,0.209,0.038,0.14,0.159,0.04,0.04,0.322,0.972
2017-03-26 11:30:00,0.759,0.0,0.21,0.306,0.039,0.033,0.023,0.027,0.245,0.618
2017-03-26 12:00:00,0.789,0.0,0.128,0.706,0.095,0.046,0.045,0.015,0.14,1.127
2017-03-26 12:30:00,0.541,0.0,0.16,0.997,0.046,0.034,0.033,0.013,0.137,0.479
2017-03-26 13:00:00,0.164,0.0,0.22,1.091,0.056,0.025,0.029,0.016,0.065,0.394
2017-03-26 13:30:00,0.26,0.0,0.189,0.126,0.035,0.306,0.046,0.012,0.122,0.132
2017-03-26 14:00:00,0.772,0.0,0.171,0.211,0.055,0.231,0.027,0.017,0.164,0.098
2017-03-26 14:30:00,0.317,0.0,0.095,0.171,0.231,0.061,0.035,0.015,0.046,0.133
2017-03-26 15:00:00,0.024,0.0,0.157,0.023,0.04,0.29,0.044,0.046,0.031,0.111
2017-03-26 15:30:00,0.037,0.0,0.141,0.054,0.049,0.212,0.023,0.019,0.102,0.112
2017-03-26 16:00:00,0.043,0.038,0.266,0.024,0.058,0.066,0.042,0.018,0.083,0.117
2017-03-26 16:30:00,0.023,0.025,0.238,0.053,0.057,0.223,0.037,0.01,0.293,0.106
2017-03-26 17:00:00,0.102,0.0,0.249,0.092,0.036,0.21,0.026,0.019,0.083,0.101
2017-03-26 17:30:00,0.318,0.031,0.265,0.086,0.06,0.056,0.045,0.011,0.071,0.08
2017-03-26 18:00:00,0.867,0.0,0.447,0.086,0.027,0.025,0.039,0.018,0.112,0.062
2017-03-26 18:30:00,1.13,0.0,0.35,0.185,0.049,0.021,0.036,0.017,0.124,0.066
2017-03-26 19:00:00,0.91,0.0,0.223,0.173,0.076,0.04,0.084,0.044,0.101,0.113
2017-03-26 19:30:00,0.456,0.0,0.771,0.049,0.087,0.053,0.163,0.016,0.323,0.345
2017-03-26 20:00:00,1.515,0.019,0.567,0.168,0.042,0.021,0.096,0.015,0.42,0.724
2017-03-26 20:30:00,1.15,0.042,0.353,0.048,0.034,0.026,0.089,0.013,0.627,0.564
2017-03-26 21:00:00,0.87,0.017,0.3,0.04,0.058,0.054,0.081,0.013,0.919,0.391
2017-03-26 21:30:00,0.658,0.016,0.232,0.071,0.04,0.036,0.091,0.016,0.633,0.39
2017-03-26 22:00:00,0.258,0.017,0.176,0.038,0.056,0.022,0.094,0.012,0.674,0.252
2017-03-26 22:30:00,0.095,0.034,0.18,0.048,0.059,0.034,0.118,0.023,0.577,0.159
2017-03-26 23:00:00,0.086,0.016,0.237,0.076,0.117,0.06,0.088,0.041,0.312,0.085
2017-03-26 23:30:00,0.042,0.014,0.179,0.018,0.033,0.022,0.078,0.019,0.105,0.59
2017-03-27 00:00:00,0.048,0.014,0.266,0.023,0.044,0.021,0.103,0.014,0.062,0.562
2017-03-27 00:30:00,0.038,0.014,0.217,0.054,0.038,0.046,0.088,0.015,0.051,0.055
2017-03-27 01:00:00,0.071,0.029,0.145,0.017,0.041,0.048,0.078,0.015,0.026,0.043
2017-03-27 01:30:00,0.048,0.014,0.089,0.023,0.054,0.021,0.105,0.015,0.133,0.041
2017-03-27 02:00:00,0.036,0.014,0.03,0.073,0.06,0.022,0.122,0.014,0.137,0.035
2017-03-27 02:30:00,0.031,0.019,0.077,0.016,0.052,0.061,0.106,0.02,0.043,0.049
2017-03-27 03:00:00,0.046,0.014,0.049,0.016,0.026,0.032,0.114,0.042,0.026,0.045
2017-03-27 03:30:00,0.031,0.014,0.059,0.049,0.062,0.021,0.095,0.019,0.044,0.058
2017-03-27 04:00:00,0.088,0.035,0.087,0.016,0.033,0.052,0.081,0.018,0.025,0.041
2017-03-27 04:30:00,0.053,0.044,0.091,0.021,0.05,0.073,0.112,0.006,0.24,0.07
2017-03-27 05:00:00,0.052,0.005,0.126,0.074,0.105,0.022,0.121,0.023,0.032,0.074
2017-03-27 05:30:00,0.036,0.004,0.075,0.014,0.063,0.05,0.092,0.005,0.027,0.071
2017-03-27 06:00:00,0.029,0.005,0.131,0.014,0.038,0.077,0.096,0.025,0.045,0.086
2017-03-27 06:30:00,0.046,0.004,0.092,0.051,0.052,0.092,0.065,0.004,0.061,0.127
2017-03-27 07:00:00,0.207,0.005,0.064,0.052,0.028,0.058,0.077,0.052,0.306,0.936
2017-03-27 07:30:00,0.085,0.005,0.088,0.058,0.135,0.045,0.068,0.018,0.039,0.88
2017-03-27 08:00:00,0.043,0.011,0.042,0.067,0.034,0.057,0.066,0.024,0.056,0.131
2017-03-27 08:30:00,0.034,0.018,0.088,0.014,0.038,0.037,0.057,0.005,0.038,0.124
2017-03-27 09:00:00,0.027,0.042,0.048,0.034,0.044,0.021,0.043,0.022,0.045,0.116
2017-03-27 09:30:00,0.042,0.0,0.123,0.025,0.04,0.021,0.109,0.006,0.253,0.137
2017-03-27 10:00:00,0.029,0.0,0.116,0.014,0.081,0.063,0.225,0.021,0.04,0.172
2017-03-27 10:30:00,0.032,0.0,0.11,0.043,0.028,0.218,0.152,0.032,0.057,0.139
2017-03-27 11:00:00,0.043,0.0,0.122,0.034,0.08,0.16,0.179,0.035,0.042,0.082
2017-03-27 11:30:00,0.022,0.0,0.077,0.033,0.026,0.021,0.138,0.015,0.093,0.07
2017-03-27 12:00:00,0.264,0.0,0.111,0.038,0.061,0.071,0.068,0.014,0.996,0.08
2017-03-27 12:30:00,0.21,0.0,0.036,0.014,0.027,0.022,0.049,0.085,0.982,0.065
2017-03-27 13:00:00,0.021,0.0,0.07,0.045,0.052,0.021,0.035,0.18,0.363,0.085
2017-03-27 13:30:00,0.043,0.0,0.062,0.017,0.025,0.309,0.554,0.18,0.13,0.07
2017-03-27 14:00:00,0.034,0.0,0.043,0.061,0.078,0.203,0.482,0.06,0.108,0.105
2017-03-27 14:30:00,0.027,0.0,0.077,0.036,0.034,0.021,0.18,0.494,0.095,0.134
2017-03-27 15:00:00,0.042,0.0,0.029,0.02,0.145,0.248,0.047,0.579,0.242,0.139
2017-03-27 15:30:00,0.03,0.0,0.087,0.043,0.072,0.219,0.032,0.338,0.042,0.099
2017-03-27 16:00:00,0.03,0.0,0.097,0.014,0.038,0.039,0.052,0.233,0.064,0.077
2017-03-27 16:30:00,0.043,0.0,0.109,0.015,0.038,0.159,0.03,0.045,0.066,0.085
2017-03-27 17:00:00,0.023,0.0,0.11,0.086,0.032,0.174,0.036,0.253,0.039,0.077
2017-03-27 17:30:00,0.037,0.0,0.072,0.018,0.052,0.067,0.047,0.191,0.233,0.113
2017-03-27 18:00:00,0.152,0.0,0.077,0.177,0.033,0.027,0.047,0.074,0.123,0.083
2017-03-27 18:30:00,0.065,0.0,0.05,0.044,0.211,0.021,0.048,0.056,0.093,0.153
2017-03-27 19:00:00,0.602,0.0,0.13,0.04,0.025,0.027,0.053,0.032,0.131,0.906
2017-03-27 19:30:00,1.852,0.0,0.202,0.085,0.052,0.066,0.063,0.027,0.184,1.099
2017-03-27 20:00:00,0.585,0.0,0.624,0.058,0.027,0.022,0.125,0.04,0.687,0.485
2017-03-27 20:30:00,1.418,0.0,0.668,0.041,0.058,0.021,0.2,0.052,0.847,0.21
2017-03-27 21:00:00,0.938,0.025,0.504,0.079,0.028,0.076,0.172,0.295,0.547,0.193
2017-03-27 21:30:00,0.053,0.064,0.355,0.038,0.165,0.094,0.183,0.107,0.605,0.244
2017-03-27 22:00:00,0.051,0.033,0.366,0.038,0.061,0.058,0.164,0.736,0.635,0.097
2017-03-27 22:30:00,0.037,0.016,0.471,0.111,0.044,0.056,0.137,0.157,0.626,0.067
2017-03-27 23:00:00,0.03,0.016,0.372,0.043,0.044,0.07,0.138,0.376,0.702,0.081
2017-03-27 23:30:00,0.046,0.034,0.165,0.059,0.038,0.038,0.145,0.574,0.571,0.098
2017-03-28 00:00:00,0.043,0.041,0.096,0.023,0.041,0.021,0.108,0.564,0.129,0.105
2017-03-28 00:30:00,0.024,0.032,0.056,0.016,0.03,0.022,0.088,0.546,0.053,0.068
2017-03-28 01:00:00,0.043,0.014,0.078,0.058,0.049,0.071,0.089,0.542,0.041,0.064
2017-03-28 01:30:00,0.045,0.014,0.091,0.032,0.057,0.022,0.098,0.535,0.034,0.059
2017-03-28 02:00:00,0.022,0.013,0.118,0.025,0.059,0.021,0.086,0.505,0.249,0.055
2017-03-28 02:30:00,0.046,0.024,0.117,0.033,0.028,0.037,0.09,0.489,0.042,0.053
2017-03-28 03:00:00,0.041,0.014,0.078,0.014,0.051,0.055,0.093,0.478,0.026,0.051
2017-03-28 03:30:00,0.024,0.014,0.08,0.044,0.025,0.022,0.076,0.037,0.041,0.058
2017-03-28 04:00:00,0.046,0.013,0.032,0.046,0.05,0.021,0.086,0.139,0.032,0.049
2017-03-28 04:30:00,0.039,0.014,0.079,0.014,0.068,0.064,0.092,0.071,0.037,0.058
2017-03-28 05:00:00,0.025,0.014,0.047,0.022,0.046,0.029,0.078,0.11,0.237,0.054
2017-03-28 05:30:00,0.044,0.015,0.065,0.04,0.033,0.057,0.111,0.066,0.027,0.051
2017-03-28 06:00:00,0.038,0.004,0.055,0.014,0.039,0.03,0.084,0.026,0.038,0.056
2017-03-28 06:30:00,0.034,0.005,0.087,0.066,0.037,0.063,0.081,0.045,0.026,0.054
2017-03-28 07:00:00,0.132,0.004,0.115,0.031,0.041,0.022,0.056,0.026,0.043,0.125
2017-03-28 07:30:00,0.025,0.005,0.096,0.04,0.049,0.022,0.04,0.1,0.207,0.058
2017-03-28 08:00:00,0.04,0.027,0.126,0.061,0.132,0.048,0.056,0.045,0.067,0.055
2017-03-28 08:30:00,0.038,0.049,0.038,0.015,0.077,0.045,0.042,0.284,0.025,0.147
2017-03-28 09:00:00,0.026,0.013,0.203,0.041,0.024,0.022,0.029,0.287,0.042,0.084
2017-03-28 09:30:00,0.046,0.004,0.075,0.049,0.083,0.022,0.051,0.417,0.033,0.08
2017-03-28 10:00:00,0.028,0.0,0.054,0.014,0.033,0.066,0.038,0.024,0.127,0.07
2017-03-28 10:30:00,0.036,0.0,0.071,0.048,0.06,0.232,0.04,0.041,0.287,0.077
2017-03-28 11:00:00,0.045,0.0,0.071,0.04,0.069,0.193,0.053,0.007,0.344,0.114
2017-03-28 11:30:00,0.02,0.0,0.128,0.052,0.05,0.074,0.522,0.027,0.66,0.072
2017-03-28 12:00:00,0.416,0.0,0.08,0.078,0.075,0.099,0.451,0.007,0.264,0.096
2017-03-28 12:30:00,0.274,0.0,0.111,0.043,0.151,0.058,0.094,0.24,0.23,0.078
2017-03-28 13:00:00,0.073,0.0,0.042,0.067,0.022,0.033,0.041,0.047,0.205,0.088
2017-03-28 13:30:00,0.026,0.0,0.067,0.039,0.048,0.323,0.056,0.168,0.354,0.077
2017-03-28 14:00:00,0.038,0.0,0.056,0.08,0.026,0.191,0.025,0.056,0.084,0.076
2017-03-28 14:30:00,0.043,0.0,0.053,0.077,0.053,0.021,0.03,0.106,0.029,0.071
2017-03-28 15:00:00,0.021,0.0,0.077,0.059,0.125,0.179,0.052,0.077,0.047,0.064
2017-03-28 15:30:00,0.045,0.0,0.071,0.057,0.083,0.201,0.086,0.141,0.086,0.046
2017-03-28 16:00:00,0.034,0.0,0.127,0.018,0.025,0.033,0.086,0.042,0.243,0.048
2017-03-28 16:30:00,0.028,0.0,0.093,0.018,0.079,0.165,0.093,0.064,0.795,0.073
2017-03-28 17:00:00,0.044,0.0,0.087,0.113,0.029,0.189,0.057,0.069,0.172,0.098
2017-03-28 17:30:00,0.029,0.0,0.065,0.117,0.054,0.052,0.054,0.094,0.153,0.087
2017-03-28 18:00:00,0.036,0.0,0.044,0.535,0.236,0.026,0.065,0.074,0.156,0.171
2017-03-28 18:30:00,0.117,0.0,0.094,0.092,0.043,0.022,0.041,0.066,0.081,0.085
2017-03-28 19:00:00,0.02,0.0,0.354,0.07,0.038,0.06,0.045,0.081,0.332,1.323
2017-03-28 19:30:00,0.08,0.0,0.3,0.057,0.041,0.034,0.086,0.277,0.206,0.301
2017-03-28 20:00:00,0.162,0.0,0.34,0.078,0.098,0.021,0.129,0.296,0.264,0.222
2017-03-28 20:30:00,0.65,0.0,0.358,0.045,0.042,0.041,0.115,0.187,0.216,0.198
2017-03-28 21:00:00,0.562,0.0,0.237,0.068,0.041,0.039,0.084,0.144,0.133,0.185
2017-03-28 21:30:00,0.109,0.054,0.164,0.062,0.096,0.034,0.081,0.381,0.179,0.305
2017-03-28 22:00:00,0.08,0.035,0.159,0.086,0.145,0.022,0.09,0.442,0.965,0.154
2017-03-28 22:30:00,0.046,0.016,0.114,0.075,0.124,0.057,0.084,0.426,0.691,0.09
2017-03-28 23:00:00,0.031,0.018,0.207,0.043,0.202,0.027,0.079,0.396,0.368,0.11
2017-03-28 23:30:00,0.098,0.024,0.24,0.016,0.055,0.057,0.098,0.374,0.16,0.12
2017-03-29 00:00:00,0.046,0.017,0.202,0.067,0.104,0.093,0.104,0.673,0.125,0.231
2017-03-29 00:30:00,0.023,0.017,0.21,0.032,0.026,0.064,0.084,0.566,0.057,0.381
2017-03-29 01:00:00,0.043,0.038,0.24,0.045,0.06,0.07,0.089,0.53,0.271,0.117
2017-03-29 01:30:00,0.041,0.02,0.18,0.016,0.034,0.073,0.077,0.508,0.052,0.072
2017-03-29 02:00:00,0.024,0.013,0.08,0.015,0.047,0.043,0.09,0.479,0.043,0.07
2017-03-29 02:30:00,0.045,0.014,0.112,0.07,0.035,0.022,0.086,0.48,0.036,0.1
2017-03-29 03:00:00,0.035,0.027,0.042,0.02,0.072,0.034,0.074,0.29,0.046,0.13
2017-03-29 03:30:00,0.031,0.014,0.072,0.016,0.049,0.059,0.095,0.061,0.046,0.111
2017-03-29 04:00:00,0.05,0.014,0.061,0.047,0.04,0.022,0.081,0.037,0.151,0.051
2017-03-29 04:30:00,0.027,0.014,0.048,0.027,0.045,0.033,0.079,0.035,0.138,0.05
2017-03-29 05:00:00,0.089,0.014,0.078,0.042,0.031,0.053,0.095,0.037,0.047,0.05
2017-03-29 05:30:00,0.045,0.014,0.032,0.036,0.053,0.029,0.101,0.034,0.041,0.082
2017-03-29 06:00:00,0.057,0.008,0.112,0.026,0.065,0.021,0.085,0.043,0.043,0.082
2017-03-29 06:30:00,0.029,0.008,0.091,0.109,0.183,0.047,0.093,0.055,0.046,0.087
2017-03-29 07:00:00,0.194,0.005,0.115,0.052,0.056,0.048,0.033,0.031,0.273,0.261
2017-03-29 07:30:00,0.094,0.004,0.111,0.069,0.166,0.022,0.054,0.03,0.045,0.648
2017-03-29 08:00:00,0.021,0.009,0.044,0.036,0.057,0.028,0.055,0.03,0.044,0.105
2017-03-29 08:30:00,0.04,0.069,0.115,0.019,0.091,0.063,0.031,0.029,0.032,0.749
2017-03-29 09:00:00,0.041,0.019,0.051,0.045,0.069,0.025,0.052,0.03,0.051,0.076
2017-03-29 09:30:00,0.02,0.0,0.104,0.026,0.042,0.022,0.231,0.054,0.068,0.083
2017-03-29 10:00:00,0.042,0.0,0.046,0.032,0.038,0.048,0.173,0.254,0.221,0.079
2017-03-29 10:30:00,0.037,0.0,0.062,0.046,0.039,0.233,0.059,0.465,0.233,0.07
2017-03-29 11:00:00,0.024,0.0,0.096,0.014,0.05,0.161,0.052,0.29,0.133,0.082
2017-03-29 11:30:00,0.042,0.0,0.091,0.024,0.065,0.022,0.194,0.223,0.188,0.073
2017-03-29 12:00:00,0.417,0.0,0.125,0.276,0.048,0.102,0.07,0.584,0.11,0.054
2017-03-29 12:30:00,0.299,0.0,0.073,0.445,0.027,0.737,0.048,0.195,0.197,0.047
2017-03-29 13:00:00,0.302,0.0,0.078,0.063,0.086,0.998,0.028,0.206,0.163,0.053
2017-03-29 13:30:00,0.082,0.0,0.051,0.016,0.056,1.244,0.053,0.147,0.303,0.051
2017-03-29 14:00:00,0.091,0.0,0.057,0.051,0.059,1.066,0.039,0.113,0.091,0.05
2017-03-29 14:30:00,0.044,0.0,0.069,0.019,0.026,0.168,0.024,0.097,0.085,0.039
2017-03-29 15:00:00,0.029,0.0,0.04,0.066,0.05,0.487,0.046,0.077,0.069,0.046
2017-03-29 15:30:00,0.033,0.0,0.078,0.041,0.093,0.3,0.033,0.168,0.09,0.052
2017-03-29 16:00:00,0.061,0.0,0.066,0.385,0.443,0.419,0.03,0.061,0.127,0.088
2017-03-29 16:30:00,0.056,0.0,0.127,0.069,0.086,1.106,0.048,0.063,0.274,0.086
2017-03-29 17:00:00,0.087,0.0,0.102,0.093,0.06,0.562,0.028,0.072,0.046,0.092
2017-03-29 17:30:00,0.311,0.0,0.088,0.079,0.073,0.307,0.037,0.031,0.041,0.069
2017-03-29 18:00:00,0.714,0.0,0.073,0.04,0.058,0.25,0.044,0.031,0.039,0.05
2017-03-29 18:30:00,0.584,0.0,0.035,0.44,0.272,0.266,0.024,0.014,0.099,0.085
2017-03-29 19:00:00,0.638,0.0,0.147,0.749,0.657,0.137,0.13,0.272,0.082,1.447
2017-03-29 19:30:00,0.824,0.0,0.627,0.139,0.139,0.536,0.165,0.121,0.167,1.758
2017-03-29 20:00:00,0.986,0.0,0.633,0.119,0.176,0.268,0.169,0.268,0.374,0.286
2017-03-29 20:30:00,0.765,0.0,0.336,0.101,0.079,0.212,0.305,0.035,0.179,0.232
2017-03-29 21:00:00,1.138,0.034,0.257,0.091,0.1,0.183,0.264,0.045,0.137,0.438
2017-03-29 21:30:00,0.411,0.047,0.237,0.053,0.079,0.32,0.27,0.063,0.148,0.685
2017-03-29 22:00:00,0.577,0.025,0.426,0.089,0.11,0.153,0.268,0.025,0.175,0.11
2017-03-29 22:30:00,0.495,0.009,0.229,0.046,0.094,0.178,0.259,0.028,0.169,0.07
2017-03-29 23:00:00,0.02,0.02,0.182,0.09,0.64,0.24,0.314,0.027,0.374,0.106
2017-03-29 23:30:00,0.057,0.018,0.229,0.038,0.232,0.306,0.325,0.582,0.176,0.075
2017-03-30 00:00:00,0.025,0.018,0.224,0.039,0.175,0.115,0.246,0.73,0.135,0.05
2017-03-30 00:30:00,0.05,0.032,0.066,0.04,0.144,0.104,0.224,0.586,0.122,0.049
2017-03-30 01:00:00,0.03,0.016,0.111,0.015,0.074,0.065,0.226,0.413,0.049,0.055
2017-03-30 01:30:00,0.045,0.016,0.082,0.066,0.095,0.064,0.231,0.42,0.037,0.054
2017-03-30 02:00:00,0.031,0.012,0.127,0.014,0.068,0.066,0.221,0.085,0.042,0.053
2017-03-30 02:30:00,0.045,0.006,0.077,0.065,0.134,0.057,0.237,0.057,0.277,0.048
2017-03-30 03:00:00,0.032,0.028,0.066,0.018,0.063,0.184,0.218,0.021,0.037,0.05
2017-03-30 03:30:00,0.041,0.012,0.06,0.026,0.066,0.053,0.214,0.025,0.037,0.052
2017-03-30 04:00:00,0.032,0.005,0.054,0.058,0.024,0.045,0.241,0.022,0.046,0.053
2017-03-30 04:30:00,0.042,0.004,0.078,0.014,0.083,0.094,0.222,0.021,0.039,0.054
2017-03-30 05:00:00,0.031,0.005,0.031,0.047,0.078,0.045,0.246,0.04,0.038,0.054
2017-03-30 05:30:00,0.042,0.004,0.084,0.037,0.093,0.045,0.222,0.038,0.252,0.056
2017-03-30 06:00:00,0.03,0.005,0.093,0.046,0.102,0.088,0.222,0.026,0.047,0.046
2017-03-30 06:30:00,0.094,0.004,0.116,0.014,0.189,0.047,0.234,0.015,0.036,0.058
2017-03-30 07:00:00,0.24,0.005,0.106,0.045,0.1,0.169,0.084,0.027,0.037,0.688
2017-03-30 07:30:00,0.098,0.004,0.068,0.296,0.143,0.074,0.061,0.013,0.04,0.308
2017-03-30 08:00:00,0.023,0.045,0.077,0.025,0.079,0.058,0.064,0.042,0.043,0.381
2017-03-30 08:30:00,0.051,0.034,0.03,0.036,0.067,0.051,0.029,0.027,0.171,0.084
2017-03-30 09:00:00,0.019,0.034,0.118,0.039,0.047,0.072,0.051,0.028,0.125,0.074
2017-03-30 09:30:00,0.055,0.021,0.065,0.046,0.089,0.059,0.054,0.006,0.111,0.079
2017-03-30 10:00:00,0.018,0.0,0.069,0.014,0.289,0.568,0.041,0.029,0.136,0.066
2017-03-30 10:30:00,0.056,0.0,0.107,0.046,0.115,0.995,0.042,0.02,0.036,0.048
2017-03-30 11:00:00,0.018,0.0,0.098,0.041,0.055,0.376,0.026,0.174,0.147,0.068
2017-03-30 11:30:00,0.063,0.0,0.121,0.04,0.032,0.121,0.046,0.259,0.409,0.048
2017-03-30 12:00:00,0.381,0.0,0.078,0.021,0.065,0.969,0.035,0.15,0.109,0.047
2017-03-30 12:30:00,0.449,0.0,0.43,0.03,0.027,1.143,0.057,0.024,0.187,0.04
2017-03-30 13:00:00,0.074,0.0,0.121,0.058,0.068,0.09,0.091,0.043,0.188,0.037
2017-03-30 13:30:00,0.018,0.0,0.132,0.231,0.056,1.06,0.036,0.057,0.161,0.042
2017-03-30 14:00:00,0.058,0.0,0.137,0.048,0.093,1.152,0.039,0.059,0.089,0.059
2017-03-30 14:30:00,0.018,0.0,0.11,0.025,0.033,0.266,0.042,0.035,0.086,0.049
2017-03-30 15:00:00,0.058,0.0,0.144,0.056,0.047,0.359,0.024,0.039,0.203,0.055
2017-03-30 15:30:00,0.017,0.0,0.063,0.023,0.037,0.221,0.029,0.15,0.082,0.057
2017-03-30 16:00:00,0.056,0.0,0.129,0.047,0.048,0.273,0.027,0.049,0.098,0.045
2017-03-30 16:30:00,0.018,0.0,0.156,0.152,0.05,0.345,0.062,0.069,0.07,0.044
2017-03-30 17:00:00,0.054,0.0,0.983,0.098,0.066,0.662,0.034,0.026,0.038,0.047
2017-03-30 17:30:00,0.017,0.0,0.108,0.087,0.045,0.376,0.035,0.044,0.207,0.05
2017-03-30 18:00:00,0.054,0.0,0.048,0.285,0.064,0.235,0.09,0.01,0.082,0.055
2017-03-30 18:30:00,0.047,0.0,0.078,0.084,0.207,0.213,0.16,0.039,0.039,0.048
2017-03-30 19:00:00,0.1,0.0,0.034,0.052,0.141,0.284,0.103,0.039,0.053,0.628
2017-03-30 19:30:00,0.102,0.0,0.141,0.123,0.264,0.569,0.067,0.037,0.156,0.28
2017-03-30 20:00:00,0.159,0.0,0.882,0.095,0.602,0.535,0.099,0.014,0.205,0.446
2017-03-30 20:30:00,0.081,0.0,0.403,0.04,0.559,0.351,0.279,0.122,0.143,0.354
2017-03-30 21:00:00,0.103,0.0,0.33,0.069,0.497,0.21,0.316,0.133,0.367,0.225
2017-03-30 21:30:00,0.063,0.047,0.256,0.043,0.126,0.375,0.262,0.104,0.166,0.244
2017-03-30 22:00:00,0.093,0.019,0.174,0.071,0.159,0.208,0.255,0.039,0.171,0.235
2017-03-30 22:30:00,0.062,0.017,0.113,0.067,0.175,0.23,0.239,0.04,0.147,0.273
2017-03-30 23:00:00,0.06,0.016,0.223,0.038,0.223,0.216,0.289,0.166,0.136,0.192
2017-03-30 23:30:00,0.02,0.017,0.194,0.074,0.159,0.292,0.289,0.169,0.129,0.089
2017-03-31 00:00:00,0.055,0.042,0.084,0.049,0.092,0.128,0.331,0.051,0.307,0.067
2017-03-31 00:30:00,0.02,0.029,0.107,0.042,0.12,0.071,0.249,0.022,0.047,0.072
2017-03-31 01:00:00,0.053,0.017,0.071,0.032,0.063,0.106,0.247,0.022,0.037,0.078
2017-03-31 01:30:00,0.021,0.014,0.13,0.024,0.097,0.086,0.224,0.023,0.038,0.062
2017-03-31 02:00:00,0.051,0.014,0.097,0.068,0.088,0.092,0.242,0.038,0.024,0.039
2017-03-31 02:30:00,0.023,0.013,0.104,0.016,0.082,0.113,0.213,0.044,0.038,0.038
2017-03-31 03:00:00,0.05,0.008,0.064,0.05,0.062,0.079,0.235,0.022,0.048,0.047
2017-03-31 03:30:00,0.074,0.005,0.052,0.021,0.088,0.232,0.23,0.024,0.233,0.062
2017-03-31 04:00:00,0.047,0.004,0.079,0.054,0.073,0.06,0.217,0.022,0.038,0.048
2017-03-31 04:30:00,0.065,0.005,0.031,0.031,0.083,0.048,0.24,0.035,0.04,0.045
2017-03-31 05:00:00,0.02,0.005,0.081,0.018,0.066,0.07,0.216,0.047,0.024,0.039
2017-03-31 05:30:00,0.054,0.011,0.054,0.05,0.108,0.057,0.217,0.051,0.038,0.043
2017-03-31 06:00:00,0.02,0.005,0.111,0.039,0.072,0.069,0.239,0.036,0.038,0.049
2017-03-31 06:30:00,0.061,0.004,0.116,0.049,0.155,0.048,0.213,0.033,0.23,0.055
2017-03-31 07:00:00,0.165,0.005,0.09,0.017,0.109,0.044,0.106,0.016,0.038,0.062
2017-03-31 07:30:00,0.076,0.005,0.087,0.074,0.158,0.087,0.044,0.05,0.037,0.112
2017-03-31 08:00:00,0.02,0.004,0.03,0.057,0.074,0.043,0.045,0.027,0.024,0.048
2017-03-31 08:30:00,0.054,0.032,0.078,0.015,0.107,0.103,0.057,0.03,0.037,0.056
2017-03-31 09:00:00,0.019,0.043,0.138,0.048,0.086,0.215,0.037,0.011,0.13,0.066
2017-03-31 09:30:00,0.053,0.0,0.096,0.248,0.06,0.056,0.031,0.036,0.173,0.136
2017-03-31 10:00:00,0.018,0.0,0.071,0.28,0.085,0.337,0.236,0.022,0.123,0.067
2017-03-31 10:30:00,0.418,0.0,0.089,0.037,0.058,0.696,0.316,0.05,0.067,0.057
2017-03-31 11:00:00,0.07,0.0,0.127,0.082,0.095,1.047,0.443,0.009,0.03,0.046
2017-03-31 11:30:00,0.085,0.0,0.08,0.269,0.064,0.979,0.639,0.03,0.277,0.05
2017-03-31 12:00:00,0.341,0.0,0.096,0.086,0.118,1.125,0.089,0.513,0.043,0.048
2017-03-31 12:30:00,0.376,0.0,0.071,0.035,0.077,0.749,0.07,0.362,0.251,0.06
2017-03-31 13:00:00,0.056,0.0,0.123,0.015,0.08,0.105,0.07,0.352,0.122,0.046
2017-03-31 13:30:00,0.046,0.0,0.139,0.048,0.07,0.635,0.06,0.346,0.099,0.09
2017-03-31 14:00:00,0.025,0.0,0.113,0.039,0.082,0.601,0.025,0.294,0.13,0.064
2017-03-31 14:30:00,0.042,0.0,0.102,0.052,0.068,0.264,0.065,0.366,0.075,0.453
2017-03-31 15:00:00,0.028,0.0,0.092,0.035,0.105,0.343,0.065,0.334,0.034,0.163
2017-03-31 15:30:00,0.04,0.0,0.125,0.055,0.074,0.409,0.057,0.322,0.249,0.42
2017-03-31 16:00:00,0.03,0.0,0.1,0.043,0.073,0.186,0.043,0.341,0.038,0.299
2017-03-31 16:30:00,0.034,0.0,0.065,0.033,0.117,0.261,0.041,0.32,0.039,0.067
2017-03-31 17:00:00,0.036,0.0,0.074,0.032,0.073,0.308,0.027,0.32,0.032,0.075
2017-03-31 17:30:00,0.031,0.0,0.043,0.028,0.12,0.306,0.083,0.322,0.322,0.066
2017-03-31 18:00:00,0.039,0.0,0.08,0.089,0.147,0.21,0.057,0.37,0.122,0.059
2017-03-31 18:30:00,0.093,0.0,0.034,0.039,0.223,0.195,0.034,0.298,0.119,0.204
2017-03-31 19:00:00,0.095,0.025,0.084,0.051,0.156,0.208,0.057,0.338,0.158,0.462
